type,title,ingredients,oven_temp,directions,notes_on_texture,link,equipment_needed,flour_ratio,sugar_ratio,Butter_ratio,cleaned_texture,texture_category
Brownie,The Best Brownies,"¬æ cup butter (6 oz), 1 ‚Öî cup sugar (350 grams) - divided, 3 large eggs, ‚Öî cup cocoa powder (65 grams), 1 cup all-purpose flour (120 grams), ¬Ω tsp salt, 1 cup chocolate chips (170 grams) plus more for the top",350 F,"1. Preheat the oven to 350¬∞F. Grease and line an 8√ó8 square pan with parchment paper. Set aside.
2. In a small saucepan over medium-low heat, combine butter and ‚Öî cup sugar until butter is melted. Set aside to cool.
3. In a separate bowl, whisk eggs with the remaining 1 cup sugar until the mix begins to foam.
4. Gradually whisk the butter mixture into the egg mixture. Ensure butter isn‚Äôt piping hot.
5. Sift together flour, cocoa powder, and salt over the batter. Mix until fully incorporated.
6. Fold in chocolate chips and pour into the prepared pan. Top with additional chocolate chips.
7. Bake for 30-35 minutes. Cool completely before unmolding and cutting into squares.",Set with a few cracks on top,https://seidysbakery.com/the-best-Brownies/,"Small saucepan, 8√ó8 square pan, parchment paper",1,2,2,Set with a few cracks on top,creamy
Brownie,Cake Brownies,"1 ¬Ω cups granulated sugar (250 g), ¬æ cup unsalted butter, ¬Ω cup cocoa powder, 1 ¬Ω cups all-purpose flour, 1 tsp baking powder, ¬Ω tsp baking soda, ¬Ω tsp salt, 2 large eggs, 1 tsp vanilla extract, 1 cup milk, 1 cup semi-sweet chocolate chips",350 F,"1. Preheat the oven to 350¬∞F. Grease and line a 9√ó13 pan with spray oil and parchment paper. Set aside.
2. In a saucepan, heat the sugar, butter, and cocoa powder over medium heat until butter melts. Remove from heat.
3. In a medium bowl, whisk together flour, baking powder, baking soda, and salt.
4. Add eggs and vanilla to the butter/chocolate mixture and stir until combined.
5. Gradually add the flour mixture and milk in portions, stirring to combine.
6. Fold in chocolate chips.
7. Pour the batter into the prepared pan and bake for about 35 minutes or until a wooden pick comes out clean.
8. Let cool for 20 minutes before cutting.",Cakey,https://www.soulfullymade.com/cake-Brownies-recipe/,"Saucepan, 9√ó13 pan, parchment paper, whisk",1,1,3,Cakey,creamy
Brownie,Cakey Brownies (Bake from Scratch),"1 cup (200 grams) granulated sugar, ¬æ cup (165 grams) firmly packed dark brown sugar, ¬æ cup (170 grams) unsalted butter, melted, 1¬º cups (156 grams) all-purpose flour, 1 cup (85 grams) unsweetened cocoa powder, ¬æ tsp (3.75 grams) baking powder, ¬æ tsp (2.25 grams) kosher salt, ¬æ tsp (1.5 grams) instant espresso powder, 3 large eggs (150 grams), 2 tsp (8 grams) vanilla extract, ¬Ω cup (120 grams) whole milk",350 F,"1. Preheat oven to 350¬∞F. Spray an 8-inch square pan with cooking spray. Line with parchment paper.
2. In a medium bowl, whisk together sugars and melted butter until smooth and combined.
3. In another bowl, whisk together flour, cocoa, baking powder, salt, and espresso powder.
4. Slowly add eggs to the sugar mixture, whisking until combined. Add vanilla.
5. Add flour mixture in three additions, alternating with milk, stirring just until combined after each addition.
6. Spread batter into the prepared pan and bake for 35-40 minutes until a wooden pick comes out with a few moist crumbs.
7. Let cool in the pan for 15 minutes before transferring to a wire rack to cool completely.",Cakey with a few moist crumbs,https://bakefromscratch.com/cakey-Brownies/,"8-inch square pan, parchment paper, whisk",1,2,0.75,Cakey with a few moist crumbs,"gooey,moist,creamy"
Brownie,Deep Dish Brownies,"¬æ cup butter (1-1/2 sticks), 1-1/2 cups sugar, 1-1/2 tsp vanilla extract, 3 eggs, ¬æ cup all-purpose flour, ¬Ω cup HERSHEY'S Cocoa, ¬Ω tsp baking powder, ¬Ω tsp salt",350 F,"1. Preheat oven to 350¬∞F. Grease an 8-inch square baking pan.
2. Combine butter, sugar, and vanilla in a bowl. Add eggs and beat well with a spoon.
3. In a separate bowl, combine flour, cocoa, baking powder, and salt. Gradually add to the egg mixture, beating until well blended.
4. Spread the batter evenly into the prepared pan.
5. Bake for 40-45 minutes or until the Brownies begin to pull away from the sides of the pan. Cool completely on a wire rack before cutting into bars.",Deep dish with a rich texture,https://www.hersheyland.com/recipes/deep-dish-Brownies.html,"8-inch square pan, mixing bowl, rubber scraper, wire rack",1,2,0.5,Deep dish with a rich texture,"gooey,creamy,rich"
Brownie,Fudgy Cakey Family-Size Decadent Brownies,"4 large eggs, 1 cup unsweetened cocoa powder, 1 tsp salt, 1 tsp baking powder, 1 tsp espresso powder, 2 tsp vanilla extract, 1 cup unsalted butter, 2 1/4 cups sugar, 1 1/2 cups all-purpose flour, 2 cups chocolate chips",350 F,"1. Preheat oven to 350¬∞F. Lightly spray or grease a 9√ó13-inch pan.
2. In a bowl, beat eggs, cocoa, salt, baking powder, espresso powder, and vanilla until smooth (about 1 minute).
3. In a saucepan over low heat, melt butter with sugar until the mixture is hot but not bubbling.
4. Add the hot butter mixture to the egg and cocoa mixture and stir until smooth.
5. Stir in flour and chocolate chips until the batter is smooth. Pour into the prepared pan.
6. Bake for 28-32 minutes until the edges are set and the center is moist but cooked. Cool on a rack before cutting.",Fudgy and cakey,https://www.31daily.com/fudgy-cakey-family-size-decadent-Brownies/,"Electric mixer, 9√ó13 inch baking pan",1,2,1.5,Fudgy and cakey,"cakey,creamy"
Brownie,Fudgy Chewy Brownies,"¬Ω cup unsalted butter (melted), ¬æ cup granulated sugar, ¬Ω cup brown sugar (packed), 2 large eggs, 1 tbsp neutral oil (like vegetable oil), 2 tsp vanilla extract, ¬æ cup all-purpose flour, ¬Ω cup unsweetened cocoa powder, ¬º-¬Ω tsp baking soda (optional), ¬Ω tsp kosher salt",350 F,"1. Preheat oven to 350¬∞F.
2. In a medium bowl, mix melted butter, granulated sugar, and brown sugar using a hand mixer on medium speed.
3. Add eggs one at a time, mixing well after each addition. Mix in oil and vanilla extract.
4. In another bowl, combine flour, cocoa powder, baking soda (optional), and salt.
5. Gradually add the dry ingredients to the wet ingredients, mixing until fully incorporated.
6. Pour the Brownie batter into a non-stick sprayed 8√ó8-inch baking pan.
7. Bake for 30 minutes or until a toothpick inserted in the center comes out just barely clean. Cool before cutting.",Fudgy and chewy,https://grandbaby-cakes.com/fudgy-chewy-Brownies/,"Hand mixer, 8√ó8-inch baking pan",1,2,2.3,Fudgy and chewy,"chewy,creamy"
Brownie,Super Chewy Gooey Brownies,"1 cup butter (softened), 1 cup semi-sweet chocolate chips, ¬Ω cup milk chocolate chips, 1¬º cups sugar, 1 cup brown sugar, 1 tbsp vanilla extract, 3 large eggs, 1¬º cups flour, ¬Ω tsp salt, ¬Ω cup unsweetened cocoa powder, Ice cream and hot fudge sauce for serving (optional)",350 F,"1. Preheat oven to 350¬∞F and line a 9√ó9-inch pan with nonstick foil or parchment paper.
2. Microwave semi-sweet chocolate chips for 1.5-2 minutes in a large bowl, allow to rest, then stir until smooth.
3. Add butter, sugars, vanilla, and eggs, and mix well.
4. Whisk in flour, salt, and cocoa powder until incorporated. Stir in milk chocolate chips.
5. Transfer batter to prepared pan and bake for 35-40 minutes. For chewier Brownies, cook for 40-42 minutes; for fudgier Brownies, bake closer to 35 minutes.
6. Serve with ice cream and hot fudge sauce (optional) or allow to cool completely for ultra chewy Brownies.",Chewy and gooey,https://www.lecremedelacrumb.com/best-ever-super-chewy-gooey-Brownies/,"Microwave safe bowl, 9√ó9-inch pan, nonstick foil or parchment paper",1,2,1.5,Chewy and gooey,"gooey,creamy"
Brownie,Super Gooey Brownies,"¬Ω cup cocoa powder (unsweetened, Dutch processed), 1 cup brewed coffee (or water), ¬Ω cup bittersweet chocolate (chopped finely), 6 tbsp unsalted butter (melted and cooled), 1 cup vegetable or canola oil, 3 large eggs, 3 large egg yolks, 3 cups all-purpose flour, 3¬æ cups granulated sugar, 1 tsp salt",350 F,"1. Preheat oven to 350¬∞F. Spray a 13√ó9-inch pan with baking spray and line the bottom with parchment paper.
2. In a small bowl, whisk together eggs and egg yolks.
3. In a large mixing bowl, add cocoa powder. Bring coffee (or water) to a boil and pour over the cocoa. Whisk until combined.
4. Add chocolate to the cocoa mixture and whisk until melted. Add melted butter and vegetable oil, whisking to combine.
5. Whisk in eggs, followed by sugar. Fold in flour and salt with a spatula until fully incorporated.
6. Pour batter into the prepared pan and smooth the top. Bake for 20 minutes, rotate the pan, then bake an additional 20 minutes.
7. Cool completely before cutting into squares.",Super gooey,https://dessertswithstephanie.com/Brownie-recipe-how-to-make-super-gooey-Brownies/,"Whisk, 9√ó13-inch pan, bowls, measuring cups and spoons",3,4,2.8,Super gooey,"gooey,creamy"
Brownie,Gooey Chocolate Brownies with Frosting,"For the Brownies: 1 cup melted butter, 1 cup cocoa powder, 2 cups white sugar, 4 eggs, 1 tsp vanilla, 1 cup flour, ¬º tsp salt; For the Frosting: ¬Ω cup melted butter, ¬Ω cup cocoa powder, ¬º cup water, 2 cups icing sugar",350 F,"1. Preheat oven to 350¬∞F. Prepare a 9√ó13-inch pan with cooking spray and parchment paper.
2. Melt butter in a microwave-safe dish. In a large mixing bowl, whisk butter and cocoa powder. Add sugar and mix well.
3. Add eggs one at a time, beating between each addition. Mix in vanilla.
4. Gently mix in flour and salt. Pour batter into prepared pan and bake for 25-30 minutes.
5. Cool for 20 minutes while preparing the frosting.
6. For the frosting, melt butter and whisk with cocoa powder. Add water, then mix in icing sugar using a hand mixer until smooth.
7. Spread frosting over warm Brownies.",Gooey with a rich frosting,https://thegourmetbonvivant.com/gooey-chocolate-Brownies-with-frosting/,"9√ó13-inch pan, microwave-safe dish, hand mixer",1,2,4,Gooey with a rich frosting,"gooey,creamy,rich"
Brownie,Gooey Brownies,"1¬º cups white sugar, ¬Ω cup butter (melted and cooled), 1 tbsp vanilla extract, ¬æ cup all-purpose flour, ¬Ω cup unsweetened cocoa powder, ¬º tsp salt, ¬º tsp baking soda, 2 eggs, 1 cup semisweet chocolate chips, ¬Ω cup chopped walnuts, 1¬Ω tbsp all-purpose flour",350 F,"1. Preheat oven to 350¬∞F. Line a 2.2-quart glass baking pan with aluminum foil and spray with cooking spray.
2. In a bowl, beat together sugar, butter, and vanilla until smooth and fluffy using an electric mixer.
3. In another bowl, sift together ¬æ cup flour, cocoa powder, salt, and baking soda.
4. Beat eggs one at a time into the butter mixture. Gradually add the flour mixture, mixing until just combined.
5. Toss chocolate chips and walnuts with 1¬Ω tbsp flour and fold into the batter. Pour batter into prepared pan and level off the top.
6. Bake for 20-30 minutes until edges are set and pulling away from the sides. Let cool until center firms up.",Gooey and rich with chocolate chips and walnuts,https://www.allrecipes.com/recipe/266739/gooey-Brownies/,"2.2-quart glass baking pan, electric mixer, rubber spatula",1,2,3,Gooey and rich with chocolate chips and walnuts,"gooey,creamy,rich"
Brownie,Thick and Gooey Brownies,"11 tbsp butter, 1¬º cup sugar, ¬æ cup cocoa powder, 2 large eggs (room temperature), 1 tsp vanilla, 1 tsp instant coffee or espresso, ¬Ω cup flour, 1 tbsp cornstarch, ¬º tsp salt, 1 (11.5 oz) bag chocolate chunks",325 F,"1. Preheat oven to 325¬∞F and line a 9√ó9-inch pan with parchment paper.
2. In a small saucepan over medium heat, melt butter. Add sugar and stir for 1-2 minutes. Sift in cocoa powder, stir, and let cool for 5 minutes.
3. Transfer mixture to a large bowl. Add eggs one at a time, mixing well. Stir in vanilla and coffee.
4. Add flour, cornstarch, and salt, and mix until no flour pockets remain. Fold in chocolate chunks.
5. Pour batter into prepared pan. Bake for 25-35 minutes until center is set. Cool fully before cutting.",Thick and gooey with chocolate chunks,https://www.realfoodwithjessica.com/thick-and-gooey-Brownies/,"9√ó9-inch pan, parchment paper, saucepan",1,2,2,Thick and gooey with chocolate chunks,"gooey,creamy"
Brownie,Chewy Brownies,"1 cup butter (melted), 2 tbsp vegetable oil (or coconut/canola oil), 1 cup plus 2 tbsp dark brown sugar, 1 cup plus 2 tbsp white sugar, 4 large eggs (room temperature), 4 tsp vanilla extract, 1 cup all-purpose flour, 1 cup unsweetened cocoa powder, 1 tsp salt, 1¬Ω cups bittersweet chocolate (roughly chopped)",350 F,"1. Preheat oven to 350¬∞F. Butter and line an 8√ó8-inch baking tray with parchment paper.
2. In a large bowl, whisk melted butter, oil, sugars, eggs, and vanilla for about 5 minutes using an electric mixer until thick.
3. Sift flour and cocoa powder into the same bowl. Gently fold the dry ingredients into the wet ingredients until just combined.
4. Fold in half of the chocolate chunks. Pour the batter into the prepared pan and smooth the top. Top with remaining chocolate chunks.
5. Bake for 45-50 minutes until the center no longer jiggles and is just set to the touch.
6. Cool to room temperature before slicing into 16 Brownies.",Chewy with chocolate chunks,https://www.biggerbolderbaking.com/chewy-Brownies-recipe/,"8√ó8-inch baking tray, electric mixer, parchment paper",1,2,1,Chewy with chocolate chunks,creamy
Brownie,Easy One Bowl Fudgy Cocoa Brownies,"¬Ω cup butter (or oil), 1 cup sugar, ¬Ω cup unsweetened cocoa powder, 2 large eggs, 1 tsp vanilla, ¬º cup flour, ¬º tsp salt, ¬Ω cup add-ins (chopped chocolate, chocolate chips, or walnuts)",350 F,"1. Preheat oven to 350¬∞F. Grease an 8√ó8-inch square pan or a 9√ó5-inch loaf pan, or line with parchment or foil.
2. In a large microwave-safe bowl, melt butter. Add sugar and cocoa powder, and whisk for at least 1 minute until sugar dissolves.
3. Add eggs one at a time, then vanilla, and whisk for 1 minute until well combined and the batter is shiny.
4. Stir in flour and salt until fully combined, being careful not to overmix. Fold in any add-ins (chocolate chips, walnuts, etc.).
5. Spread batter into prepared pan and bake for 20 minutes or until the center is slightly set. Cool completely before cutting.",Fudgy and rich with optional add-ins,https://gimmedelicious.com/easy-one-bowl-fudgy-cocoa-Brownies/,"8√ó8-inch square pan or 9√ó5-inch loaf pan, microwave-safe bowl, whisk",1,4,2,Fudgy and rich with optional addins,"gooey,creamy,rich"
Brownie,The Best Fudgy Brownies,"10 tbsp butter, 1¬º cups granulated sugar, ¬æ cup plus 2 tbsp unsweetened cocoa powder, ¬Ω tsp salt, ¬Ω tsp vanilla extract, 2 large eggs, ¬Ω cup all-purpose flour",325F,"1. Preheat oven to 325¬∞F. Line an 8√ó8-inch square baking pan with parchment paper or foil and lightly grease.
2. In a microwave-safe bowl, combine butter, sugar, cocoa, and salt. Microwave in one-minute intervals, stirring in between, until the butter is melted and the mixture is smooth.
3. Stir in vanilla. Add eggs one at a time, stirring vigorously after each. When the batter looks thick and shiny, stir in flour until just combined.
4. Spread batter evenly in the prepared pan and bake for 20-25 minutes until a toothpick comes out slightly moist with batter.
5. Cool completely on a rack, then refrigerate for easier cutting. Lift Brownies out of the pan using parchment or foil and cut into squares.",Fudgy and smooth,https://www.melskitchencafe.com/the-best-fudgy-Brownies/,"8√ó8-inch square baking pan, microwave-safe bowl, wooden spoon",1,3,2,Fudgy and smooth,creamy
